Date, Open, High, Low, Close, Shares Traded, Turnover
19-FEB-2019,5767.25,5826.25,5766.15,5790.5,389574004,5286.16
20-FEB-2019,5813.55,5847.6,5802.85,5841.25,378101532,5790.18
21-FEB-2019,5858.2,5899.85,5840.25,5895.2,483913695,6464.32
22-FEB-2019,5895.9,5925.8,5892.75,5922.6,433276636,5648.58
25-FEB-2019,5941.4,5949.85,5928.65,5944.75,347590960,5340.5
26-FEB-2019,5888.45,5953.45,5823.8,5939.3,436424319,5993.09
27-FEB-2019,5970.35,6027.2,5914.5,5962.8,445692137,6308.48
28-FEB-2019,5986.1,6001.7,5950.95,5993,468948527,6332.66
01-MAR-2019,6014.85,6071.15,6013.15,6068.85,569383533,5805.66
05-MAR-2019,6078.4,6195.45,6076.1,6193.2,617877119,8017.54
06-MAR-2019,6225.95,6257.8,6206.05,6219.9,572034702,8837.14
07-MAR-2019,6237.75,6245.3,6197.3,6204,528975976,7526.05
08-MAR-2019,6202.6,6217.2,6171.95,6197.55,396572688,5819.75
11-MAR-2019,6217.75,6320.65,6217.5,6317.8,440736821,7173.34
12-MAR-2019,6353.8,6391.45,6341.4,6354,430645759,7806.7
13-MAR-2019,6365.2,6369.35,6317.25,6324.3,354244239,6114.66
14-MAR-2019,6344.1,6356.4,6304.4,6324.6,463136562,7274.65
15-MAR-2019,6344.9,6372.1,6339.6,6364.85,671960098,10752.41
18-MAR-2019,6386.35,6397.15,6329.15,6343.75,479095488,6472.63
19-MAR-2019,6372.2,6391.85,6349.85,6378.45,572965192,8441.91
20-MAR-2019,6388.75,6389.85,6343.65,6353.5,465000642,7376.85
22-MAR-2019,6359,6383.2,6320.2,6327.05,411719907,6308.18
25-MAR-2019,6286.05,6296.7,6252.25,6276.5,408205509,6323.79
26-MAR-2019,6295.95,6341.25,6290.2,6336.9,533866944,7195.49
27-MAR-2019,6360.95,6394.1,6351.45,6371.85,536844179,7877.78
28-MAR-2019,6387.25,6462.6,6381.2,6442.95,575896018,9115.52
29-MAR-2019,6471.35,6509,6463.65,6503.95,662063367,8741.04
01-APR-2019,6530.05,6563.45,6511.3,6522.55,468289318,7432.42
02-APR-2019,6541.8,6546.65,6497.4,6525.2,512851512,7600.41
03-APR-2019,6543.25,6567.1,6453.6,6462.75,451112861,7201.46
04-APR-2019,6472.35,6480.8,6424.5,6453.6,420264208,6566.56
05-APR-2019,6470.75,6502.9,6467.7,6497.9,351953653,6041.06
08-APR-2019,6519.65,6520.85,6429.4,6451.9,337645853,5628.43
09-APR-2019,6457,6462.25,6399.7,6457.55,346678612,5330.35
10-APR-2019,6453.1,6478.6,6437.45,6445.95,304376816,5253.2
11-APR-2019,6449.85,6462.7,6419.45,6448.65,342692785,5161
12-APR-2019,6454.05,6477.2,6447.95,6472.75,318145888,5057.73
15-APR-2019,6493.45,6514.6,6485.3,6505.2,265362743,4664.29
16-APR-2019,6520.25,6529.45,6508.5,6513.1,253174474,4486.85
18-APR-2019,6526.25,6530.05,6441.2,6458.25,404436417,5885.65
22-APR-2019,6443.75,6443.8,6353.2,6360.35,342234872,4645.49
23-APR-2019,6367,6394.4,6341.95,6367.2,405141680,5726.82
24-APR-2019,6382.8,6392.4,6351.35,6384.3,370035005,5396.26
25-APR-2019,6395.65,6417.75,6354.3,6360.15,396683444,5910.67
26-APR-2019,6377.05,6380.4,6318.4,6342.75,360152856,5053.16
30-APR-2019,6340.4,6341.65,6243.7,6292.4,479578702,5561.65
02-MAY-2019,6279.4,6305.8,6246.25,6256.85,516094954,6040.22
03-MAY-2019,6260.55,6286.15,6230.05,6254.5,456827315,5092.23
06-MAY-2019,6217.45,6237.75,6197.75,6209.45,412241650,5179.71
07-MAY-2019,6234.25,6241,6142,6148.85,379658827,4931.05
08-MAY-2019,6129,6140.5,6082.25,6093.7,398582705,5454.48
09-MAY-2019,6083.65,6095.6,6047.6,6080.4,373570170,4909.56
10-MAY-2019,6086.35,6117.85,6079.6,6102.55,319088352,5318.84
13-MAY-2019,6091.55,6094.45,5977.7,5984.8,368839378,4817.65
14-MAY-2019,5972.15,6021.25,5920,6007.95,461907938,6292.34
15-MAY-2019,6022.05,6040.15,5964.8,5975.85,352743616,5640.64
16-MAY-2019,5984.3,5999.1,5947.2,5991.5,367221240,5630.06
17-MAY-2019,5994.85,6055.45,5986.5,6049.55,359994245,5457.67
20-MAY-2019,6195.5,6276.05,6162.6,6270.4,544725598,7000.51
21-MAY-2019,6286.2,6289.15,6194.25,6210.15,381889575,5663.33
22-MAY-2019,6219.6,6224.8,6158.05,6212.4,496745002,5748.06
23-MAY-2019,6295.4,6345.25,6190,6205.4,681749487,7455.43
24-MAY-2019,6234.9,6330.7,6211.1,6323.25,536044244,8634.88
27-MAY-2019,6343.35,6427.45,6332.65,6425.6,432094712,6900.32
28-MAY-2019,6445.9,6452.75,6414.2,6439.65,642971137,8463.48
29-MAY-2019,6432.75,6435.4,6384.45,6400.15,389432951,5638.05
30-MAY-2019,6407.55,6443.65,6396.8,6438.25,462232979,6128.08
31-MAY-2019,6455.85,6482.6,6402.6,6442.2,464068115,6594.55
03-JUN-2019,6446.65,6500.3,6419.1,6495.05,359224307,5589.1
04-JUN-2019,6487.15,6535.7,6480.5,6488.8,390852550,6338.26
06-JUN-2019,6487.5,6487.5,6385.15,6393,511248995,6702.62
07-JUN-2019,6394.5,6420.5,6331.7,6383.95,540968319,6440.89
10-JUN-2019,6410.5,6431,6360.35,6391.6,602982286,5796.69
11-JUN-2019,6403.8,6434.7,6368.2,6429.3,484990306,5574.32
12-JUN-2019,6424.65,6427.05,6372.75,6376.55,385960893,4627.48
13-JUN-2019,6363.05,6372.35,6302.65,6358.8,410502053,4711.32
14-JUN-2019,6353.05,6363.55,6290.7,6306.35,382954617,5450.74
17-JUN-2019,6309.05,6310.15,6225.7,6231.1,392575539,5098.42
18-JUN-2019,6233.65,6264.1,6203.7,6223.5,441988985,4949.93
19-JUN-2019,6246.6,6270.45,6142.15,6166.85,616851018,5893.55
20-JUN-2019,6165.85,6259.8,6128.2,6250.55,540592213,5465.88
21-JUN-2019,6250.3,6261.8,6211.55,6252.65,490277612,5983.45
24-JUN-2019,6254.85,6260,6226.65,6236.25,433567157,5468.63
25-JUN-2019,6228.95,6279.55,6218.7,6275.95,484730570,5960.73
26-JUN-2019,6266.1,6329.65,6261.1,6323.85,600950495,6714.49
27-JUN-2019,6333.15,6363.6,6329.65,6355.3,605495372,7190.57
28-JUN-2019,6361.05,6363.1,6328.95,6346.55,545476801,6903.57
01-JUL-2019,6364.35,6378.4,6347.7,6360.05,468229118,5868.76
02-JUL-2019,6378.2,6383.25,6334,6378.9,518424514,6109.99
03-JUL-2019,6387.55,6397.4,6371.25,6388.45,393271466,5284.74
04-JUL-2019,6398.15,6411.6,6373.95,6379.35,366029679,4985.65
05-JUL-2019,6394,6394.85,6270.9,6283.45,396568584,5650.24
08-JUL-2019,6252.95,6258.95,6108.55,6130.45,438812485,6130.26
09-JUL-2019,6116.15,6155.7,6088.75,6148.7,471023703,6425.34
10-JUL-2019,6155.05,6177.35,6088.7,6095.25,372164977,4987.84
11-JUL-2019,6118.65,6142.85,6097.65,6138.3,415314515,5144.82
12-JUL-2019,6145.4,6187.95,6138.75,6161.8,541803233,7230.12
15-JUL-2019,6173.2,6176.8,6097.85,6118.3,376703307,4525.34
16-JUL-2019,6121.1,6160.05,6108.65,6158.15,394697237,5495.5
17-JUL-2019,6162.2,6176.25,6127.75,6142.8,389232724,5189.94
18-JUL-2019,6136.35,6138.1,6048.1,6054.8,381905642,5518.83
19-JUL-2019,6075.75,6085.75,5930.85,5942.95,449123361,6939.19
22-JUL-2019,5927.75,5931.1,5854.75,5904.9,385449737,5515.67
23-JUL-2019,5911.55,5922.35,5862.7,5883.9,441532603,5714.43
24-JUL-2019,5883.85,5899.8,5794.45,5803.5,449067221,6612.51
25-JUL-2019,5803.9,5844.95,5803,5830.5,492343985,6347.6
26-JUL-2019,5828.85,5866.25,5807.1,5857.9,413641848,5119.71
29-JUL-2019,5859.65,5866.3,5796.3,5807.8,376716733,4917.29
30-JUL-2019,5812.95,5840,5704.85,5713.15,476354471,6454.47
31-JUL-2019,5686.85,5778.85,5645.65,5772.9,474595127,5787.01
01-AUG-2019,5755.8,5786.6,5678.85,5720.85,431544929,5449.85
02-AUG-2019,5683.7,5750.7,5634.75,5713.2,464617947,5739.41
05-AUG-2019,5672.6,5672.6,5578.4,5634.05,444823425,5231.49
06-AUG-2019,5608.25,5741,5608.1,5733.3,434842521,6367.3
07-AUG-2019,5741.2,5782,5697.6,5707.35,425431542,5889.76
08-AUG-2019,5719.8,5753,5681.6,5742.95,410229742,5086.11
09-AUG-2019,5768.6,5829.4,5768.15,5798.2,431077725,5994.24
13-AUG-2019,5807.85,5809.05,5685.15,5692.85,351705304,4816.04
14-AUG-2019,5719.35,5747.95,5683.7,5740.6,381549240,5161.52
16-AUG-2019,5720.4,5762.45,5682.65,5757.2,376072010,5325.41
19-AUG-2019,5771.8,5798.55,5760.3,5774.5,347712197,4372.26
20-AUG-2019,5778.05,5779.1,5708.15,5732.8,314603037,4517.13
21-AUG-2019,5729.35,5731.45,5643.4,5655.1,335950438,4230.56
22-AUG-2019,5642.35,5644.35,5547.7,5558.95,462880242,5836.79
23-AUG-2019,5540.7,5619.3,5492.95,5607.9,463714923,5239.29
26-AUG-2019,5699.35,5705.9,5574.5,5682.95,497807742,5298.24
27-AUG-2019,5707.35,5747.25,5699.05,5731.65,468382335,5728.16
28-AUG-2019,5739.65,5760.75,5665.7,5682.7,378898899,5648.68
29-AUG-2019,5678.3,5683.55,5621.05,5659.8,422087639,5447.31
30-AUG-2019,5676.1,5719.25,5648.9,5712.7,394455553,5048.74
03-SEP-2019,5683.1,5694.6,5618.05,5626.85,405636227,4625.2
04-SEP-2019,5626.85,5651.15,5589.4,5646.5,370366845,4757.36
05-SEP-2019,5656.95,5680.05,5649.4,5659.95,382213856,4304.36
06-SEP-2019,5673.2,5703.25,5660.1,5696.7,355985634,4822.4
09-SEP-2019,5702.45,5761.35,5686.6,5758,366612557,5119.21
11-SEP-2019,5766,5809.95,5765.95,5803.45,417846663,5788.76
12-SEP-2019,5821.55,5838.15,5782.85,5787.5,469044730,6221.69
13-SEP-2019,5805.4,5821.05,5753.85,5817.6,389150291,4913.79
16-SEP-2019,5802,5839.1,5789.2,5812.4,351840638,5446.98
17-SEP-2019,5820.8,5836.9,5696.65,5707.4,393492631,5714.81
18-SEP-2019,5730.95,5752.5,5691.7,5726.75,342041332,4858.52
19-SEP-2019,5737.1,5738.1,5626.5,5641.15,364744207,4532.99
20-SEP-2019,5658.95,5965.9,5612.6,5959.15,849075735,12146.93
23-SEP-2019,6038,6159.8,6036.05,6121.55,627668016,9321.84
24-SEP-2019,6141.3,6157.2,6065.7,6090.7,464658688,6337.36
25-SEP-2019,6083.3,6084.75,5981.25,5993.95,459541740,5682.18
26-SEP-2019,6001.8,6053.4,5999.45,6041.65,503427767,6588.93
27-SEP-2019,6043.8,6052.25,5979.8,5989.75,300240323,4855.97
30-SEP-2019,5995.2,5996,5869.75,5912.2,338946242,4965.25
01-OCT-2019,5922.25,5938.95,5744.35,5815.55,416992856,6363.6
03-OCT-2019,5799.4,5841.9,5768.6,5810.65,299631968,4707.76
04-OCT-2019,5835.15,5848,5753.2,5764.15,302500576,4508.51
07-OCT-2019,5768.45,5773.6,5710.4,5748.2,308840365,4101.85
09-OCT-2019,5755.2,5815.95,5723,5813.65,346231013,5048.37
10-OCT-2019,5804.65,5816.6,5753.5,5758.8,290842117,4412.67
11-OCT-2019,5772.8,5805.8,5734.35,5771.1,311059057,4731.92
14-OCT-2019,5791.15,5821.65,5777.35,5786.7,284883816,4511.56
15-OCT-2019,5796.35,5814.75,5774.7,5803.55,318387609,5299.28
16-OCT-2019,5818.3,5834.2,5783.4,5793.3,333433179,5181.68
17-OCT-2019,5800.3,5894.45,5790.35,5888.7,338440463,5867.49
18-OCT-2019,5896.4,6001.05,5889.5,5991.95,604656913,8195.72
22-OCT-2019,5994,6033.75,5986.7,5999,376659412,6429.34
23-OCT-2019,6007.05,6034,5975.45,6006.55,347651178,6654.35
24-OCT-2019,6026.35,6039.2,5972.6,5994.15,342960913,5857.73
25-OCT-2019,6007.7,6014.4,5966.15,5985.4,318642597,5292.84
27-OCT-2019,6019.85,6043.75,6017.9,6033,37200837,646.69
29-OCT-2019,6043,6113.15,6028.7,6093.5,336981200,5851.17
30-OCT-2019,6121.2,6134.3,6097.25,6122.35,373039143,5836.08
31-OCT-2019,6147.6,6212.7,6146.65,6201.65,478154538,8051.29
01-NOV-2019,6215.4,6252.55,6211.35,6222.5,394203069,6422.9
04-NOV-2019,6250.15,6274,6211.3,6216.3,427879491,6365.85
05-NOV-2019,6234.45,6237.4,6148.25,6158.45,349164780,6643.81
06-NOV-2019,6165.65,6175.6,6136.8,6150.6,394508914,6356.09
07-NOV-2019,6189.75,6197.45,6167.5,6191.5,425072897,6848.47
08-NOV-2019,6197.35,6216.35,6147.8,6153.5,364848485,7106.32
11-NOV-2019,6154.75,6191.75,6149.7,6186.45,315062530,5851.7
13-NOV-2019,6194.75,6206.25,6127,6137.8,370686641,7793.5
14-NOV-2019,6146.95,6162.25,6109.35,6153,343693063,6929.06
15-NOV-2019,6171.7,6196.85,6151.9,6169.8,404167352,6772.88
18-NOV-2019,6184.65,6216.25,6171.75,6210.8,327596562,6524.34
19-NOV-2019,6223.4,6232.65,6205.15,6227.6,373988694,5985.7
20-NOV-2019,6245.9,6256.1,6224.3,6238,374825091,5936.01
21-NOV-2019,6246.5,6252.9,6189.4,6193,338383816,5738.11
22-NOV-2019,6198.3,6200.4,6155.8,6196.5,333493255,5627.59
25-NOV-2019,6206.7,6260.6,6202.95,6256.85,333113072,5557.92
26-NOV-2019,6278.6,6292.5,6203.15,6210.4,406456493,8664.43
27-NOV-2019,6224.55,6261.25,6215.95,6255.3,270117142,5612.48
28-NOV-2019,6266.25,6311.2,6258.1,6307.55,417034656,6897.48
29-NOV-2019,6314.8,6351.75,6291.2,6321.65,413861876,6035.59
02-DEC-2019,6328.5,6331.55,6268.2,6288.2,270191985,4872.58
03-DEC-2019,6297.95,6305.15,6217.2,6230.55,306467593,5748.98
04-DEC-2019,6218.3,6271.2,6203.5,6267.7,300270199,5435.65
05-DEC-2019,6280.4,6281.4,6243.9,6253.95,259945493,4990.06
06-DEC-2019,6269.15,6269.15,6154.3,6174.4,310558259,5540.86
09-DEC-2019,6181,6224.1,6148,6176.25,261537630,4927.23
10-DEC-2019,6176.75,6185.9,6095.6,6108.15,253672756,4499.37
11-DEC-2019,6116,6147.45,6106.3,6142.75,259266702,4650.27
12-DEC-2019,6161.5,6199.4,6157.65,6186.5,260703460,4664.64
13-DEC-2019,6205.15,6248.7,6204.35,6243,348893265,5902.37
16-DEC-2019,6260.6,6267.4,6207.75,6215.8,252439242,4524.36
17-DEC-2019,6230.45,6250.3,6216,6247.15,307629846,5473.32
18-DEC-2019,6257,6260.85,6209.75,6231,277155331,5023.62
19-DEC-2019,6229.5,6246.7,6216.25,6240,259374539,4965.82
20-DEC-2019,6245.15,6261.7,6232.65,6239.15,312818112,5285.53
23-DEC-2019,6237.3,6262.5,6215.05,6228.1,264432230,4598.61
24-DEC-2019,6236.25,6244.3,6216.15,6221.1,217935668,3652.65
26-DEC-2019,6230.5,6236.45,6222.2,6229.8,283119802,4250.43
27-DEC-2019,6247.05,6291.4,6246.3,6285.95,270108189,5095.72
30-DEC-2019,6297,6316.45,6289.55,6311.8,221032726,4480.76
31-DEC-2019,6312.55,6334.2,6309.05,6321.6,212952890,4389.87
01-JAN-2020,6335.7,6353.2,6321.15,6343.95,206309865,3730.38
02-JAN-2020,6354.7,6425.3,6350.6,6422.85,404497702,6515.13
03-JAN-2020,6420,6430.65,6377.2,6394.5,315929517,5078.01
06-JAN-2020,6370.5,6373,6251,6258.8,291452425,4716.06
07-JAN-2020,6296.45,6349.65,6274.5,6303.85,304472313,5463.22
08-JAN-2020,6248.45,6319.7,6229.75,6315.4,323114650,5299.43
09-JAN-2020,6370.75,6413.1,6369.4,6403.55,333013142,6789.81
10-JAN-2020,6422.45,6461.7,6413.6,6422.95,326702119,6342.78
13-JAN-2020,6450.05,6473.9,6449,6465.75,248560359,4862.04
14-JAN-2020,6481,6515.65,6472.75,6511.1,303122507,6960.28
15-JAN-2020,6514.5,6577.2,6505.85,6571.15,355724664,7903.86
16-JAN-2020,6592.65,6629.95,6591.2,6625.75,359972718,7624.07
17-JAN-2020,6629.7,6666.05,6618,6655.8,280696676,6596.99
20-JAN-2020,6678.4,6680.05,6621.4,6626.65,304428580,6004.06
21-JAN-2020,6607.15,6640.05,6598.8,6619.45,297178177,5941.36
22-JAN-2020,6654.15,6654.4,6601.45,6606.05,260599147,5601.79
23-JAN-2020,6616.65,6701,6614.75,6689.7,331927424,7577.15
24-JAN-2020,6695.45,6753.35,6681.75,6742.45,308345075,7520
27-JAN-2020,6726.3,6794.1,6716.65,6732.3,283804286,6254.8
28-JAN-2020,6741.55,6763.3,6703.25,6721.15,271832882,6200.49
29-JAN-2020,6759.4,6782.85,6726.75,6739.45,296244230,7417.41
30-JAN-2020,6756.65,6757.35,6675.3,6691.15,345008090,7565.56
31-JAN-2020,6714.25,6719.8,6645.6,6661.75,326809155,6477.69
01-FEB-2020,6649.65,6703.9,6488.3,6503.3,301123740,5553.19
03-FEB-2020,6485.95,6588.2,6464.45,6559.65,303838469,6814.32
04-FEB-2020,6586.6,6642.4,6585.1,6630.75,300949389,7119.96
05-FEB-2020,6659.65,6726.35,6653.3,6702.25,337091013,8079.64
06-FEB-2020,6728.45,6757.5,6698.6,6740.1,333995697,7558.74
07-FEB-2020,6760.95,6798.7,6742.55,6792.2,282892177,7963.06
10-FEB-2020,6808.2,6808.2,6733.9,6746.25,266155709,6152.82
11-FEB-2020,6774.1,6795,6740.7,6751.2,275827287,6360.4
12-FEB-2020,6769.2,6777.6,6728.85,6740.1,280725452,6058.46
13-FEB-2020,6748.45,6749.9,6705.85,6732.3,252580994,5721.91
14-FEB-2020,6750.35,6765.6,6680.15,6690.35,265990994,6009.68
17-FEB-2020,6703.55,6706.15,6627.5,6630.65,338061250,9420.49
18-FEB-2020,6622.15,6623.25,6529.6,6592.6,345709683,8732.82
19-FEB-2020,6632.35,6691.55,6630.25,6687.65,272833616,6428.62
20-FEB-2020,6698.65,6765.2,6688.35,6738.1,361696514,9498.64
24-FEB-2020,6713.85,6713.85,6614,6620.55,340440247,7176.3
25-FEB-2020,6634.7,6672.7,6580.7,6591.25,314158812,6425.59
26-FEB-2020,6569.95,6580.2,6500.3,6515.5,313762060,6461.64
27-FEB-2020,6519.2,6519.5,6414.4,6469.3,323536102,6158.26
28-FEB-2020,6329.3,6333.8,6219.55,6276,472925589,8438.24
02-MAR-2020,6351.55,6416.9,6200.6,6234.45,394575180,7466.49
03-MAR-2020,6286.35,6360.75,6251.55,6342.05,332435614,7184.76
04-MAR-2020,6355.65,6370.55,6156.9,6244.95,381742374,7301.57
05-MAR-2020,6278,6303.45,6212.3,6260.15,331713937,6052.34
06-MAR-2020,6049.1,6143.4,5987.35,6135.45,360619755,6891.69
09-MAR-2020,6002.6,6019.05,5801.45,5878.6,424818932,6788.25
11-MAR-2020,5863.3,5953.25,5811.45,5835.15,415654195,6853.98
12-MAR-2020,5597.8,5613.75,5323.15,5378.45,681855004,8477.53
13-MAR-2020,4907.45,5529.15,4795.25,5501.75,624409858,7872.09
16-MAR-2020,5305.5,5345.15,5165.75,5179.45,435203320,6059.97
17-MAR-2020,5183.15,5236.8,5044.05,5053.75,408270203,6206.92
18-MAR-2020,5101.85,5132.15,4735.8,4782.15,533810546,6768.46
19-MAR-2020,4553.55,4689.55,4418.7,4590.2,549402584,7011.03
20-MAR-2020,4618.5,4826.4,4562.55,4790.3,547213472,7062.35
23-MAR-2020,4381.1,4504.05,4158.6,4165.9,273608001,3593.89
24-MAR-2020,4282.55,4319.15,4088.05,4208.9,340947273,4672.29
25-MAR-2020,4136.65,4355.3,4136.65,4347.05,302919508,4804.5
26-MAR-2020,4390.55,4574.2,4340.2,4506.8,395796854,5703.43
27-MAR-2020,4646.8,4693.2,4431.15,4489.05,411075613,5385.5
30-MAR-2020,4407.7,4439.85,4337.15,4383.25,280902635,4432.83
31-MAR-2020,4472.4,4507.35,4398.1,4493.25,328058365,4711.06
01-APR-2020,4504.9,4510.3,4380.8,4411.65,281273592,4283.14
03-APR-2020,4435.6,4439.75,4339.85,4352.35,327874196,5147.12
07-APR-2020,4498.2,4567.05,4440.65,4561.85,443173504,6789.2
08-APR-2020,4557.6,4762.4,4528.8,4637.1,506885256,7752.5
09-APR-2020,4726.8,4796.4,4721.85,4786.25,476771689,6777.03
13-APR-2020,4823.35,4823.35,4676.2,4733.05,392332037,6254.58
15-APR-2020,4796.3,4893.45,4758.9,4795.6,494383395,8515.24
16-APR-2020,4786.05,4886.7,4761.95,4869.9,391835322,7137.77
17-APR-2020,5002.5,5036.35,4935.4,4978.15,503481544,8220.19
20-APR-2020,5034.55,5067.15,4978.35,5001.85,553285193,7402.42
21-APR-2020,4926.5,4926.5,4836.95,4856.8,382784879,5954.6
22-APR-2020,4854.05,4898.4,4796,4890.55,398556791,6094.35
23-APR-2020,4924.15,5009.05,4922.3,4945.55,434854493,7516.24
24-APR-2020,4904.75,4934.3,4853.85,4859.25,469412363,7795.74
27-APR-2020,4913.05,4947.95,4904.65,4941,386224462,7477.97
28-APR-2020,4990.8,5008.15,4934.25,4996.9,411924195,7837.68
29-APR-2020,5026.35,5068.3,5015.3,5058.3,465354757,6980.32
30-APR-2020,5132.65,5188.3,5127.05,5149.6,672655398,9442.59
04-MAY-2020,5015.05,5017.3,4928.3,4950.3,529578466,6551.26
05-MAY-2020,5016.75,5042.5,4912.15,4918.05,455893065,6384.6
06-MAY-2020,4943.7,4974.35,4874.95,4943.65,451780796,7070.82
07-MAY-2020,4934.5,4985.95,4914.8,4919.85,391776632,5917.1
08-MAY-2020,4978.75,4989.15,4895.45,4902.25,415324654,6378.28
11-MAY-2020,4942.8,4966.15,4913.35,4921.85,402609242,6268.48
12-MAY-2020,4908.8,4910.35,4827.1,4889.6,404521884,5717.8
13-MAY-2020,5058.55,5058.55,4937.05,4983.1,915726209,8911.86
14-MAY-2020,4960.1,5006.55,4941.5,4960.85,772603622,7737.87
15-MAY-2020,4987.65,4989.6,4933.15,4948.05,543262346,7403.66
18-MAY-2020,4967,4967.45,4747.75,4753.85,572536760,7705.4
19-MAY-2020,4811.2,4828.9,4755.75,4766.7,539119582,7106.18
20-MAY-2020,4774.6,4844.35,4766.75,4834.15,505437083,5974.99
21-MAY-2020,4860.2,4915.7,4854,4873.9,435321710,6379.27
22-MAY-2020,4868.2,4904.8,4811.75,4849,466413250,6453.48
26-MAY-2020,4882.05,4909.45,4863.25,4903.8,526135094,6911.96
27-MAY-2020,4927,4928.1,4866.9,4920.5,572479557,7756.07
28-MAY-2020,4946.2,4997.55,4940.95,4991,595945552,7244.02
29-MAY-2020,4976.05,5071.35,4965.1,5053.7,1064541804,16973.88
01-JUN-2020,5120.5,5215.1,5118.65,5199.9,759904105,10440.23
02-JUN-2020,5236.1,5274.9,5224.75,5269.55,653417303,9426.08
03-JUN-2020,5337.15,5368.75,5289.1,5305.55,779102123,10402.74
04-JUN-2020,5321.05,5364.1,5257.65,5293.15,672510506,9284.4
05-JUN-2020,5334.45,5391.1,5315.35,5385.65,720259410,8878.09
08-JUN-2020,5464.45,5476.9,5392.25,5409.85,801720957,9833.64
09-JUN-2020,5452.55,5473.2,5364.35,5384.15,826415865,10067.44
10-JUN-2020,5404.9,5451.65,5385.05,5443.85,752385490,9264.7
11-JUN-2020,5456.15,5494.65,5368.65,5375.75,776995830,10123.4
12-JUN-2020,5165.6,5435.7,5165.35,5426.05,686813942,9285.95
15-JUN-2020,5434.35,5466.55,5360,5369.45,621904834,8553.56
16-JUN-2020,5458.35,5467.2,5320.5,5399.55,664827815,9444.64
17-JUN-2020,5391.55,5445.1,5383,5418.05,531544895,8188.3
18-JUN-2020,5423,5488.65,5416.3,5483.8,735732411,10040.02
19-JUN-2020,5516.95,5554.85,5498.35,5553.35,780498729,12291.81
22-JUN-2020,5605.55,5654.5,5600.9,5639.55,941399392,15364.2
23-JUN-2020,5685.6,5735.5,5653.6,5730.25,820199619,12553.98
24-JUN-2020,5780.35,5786.5,5652.8,5667.95,1086889474,13799.73
25-JUN-2020,5632.3,5725.95,5604.2,5721.95,852122567,11532.39
26-JUN-2020,5763,5779.4,5720,5726.45,1863047880,11765.64
29-JUN-2020,5714,5714,5619.2,5642.6,1700316853,9817.82
30-JUN-2020,5680.6,5692.45,5612.35,5626.2,1575204543,9896.4
01-JUL-2020,5632.2,5648.55,5602.3,5640.35,1067385885,9935.05
02-JUL-2020,5671.25,5711.1,5666.2,5701.25,1024755657,9451.96
03-JUL-2020,5739.9,5755.05,5706.35,5739.35,979783869,9954.53
06-JUL-2020,5781.75,5835,5774.05,5829.95,1047509851,10610.39
07-JUL-2020,5846.9,5866.25,5802.35,5859.55,1045021245,12062
08-JUL-2020,5884.35,5900.7,5814.5,5826.05,1468211375,12381.04
09-JUL-2020,5848.95,5860,5819.1,5835.75,918783391,8354.27
10-JUL-2020,5820.7,5850.2,5763.05,5796.75,1485263507,9056.96
13-JUL-2020,5839.3,5852.6,5773.55,5785.25,910659244,8584.04
14-JUL-2020,5772.85,5775,5690.25,5721.95,874267385,8368.07
15-JUL-2020,5759.95,5780.75,5690.45,5702.3,1028575271,8488
16-JUL-2020,5725.35,5730.5,5642.1,5724.85,1525692538,8373.96
17-JUL-2020,5745.2,5798.05,5742.8,5791.25,1363260579,8592.5
